1	1	19216800000200	1542909083000	104	58842.66667	4607.97731	0.48351	0.03012	119.42069	69.06098	348.99646	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	168.66667	11.84155	348.66667	3.29983		
1	1	19216800000200	1542909084000	204,304	67609.00000,64621.50000	4099.00000,5575.65554	0.50896,0.48626	0.03225,0.04666	308.17610,251.17088	0.00000,73.66243	357.56335,350.42577	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	185.50000,177.25000	11.50000,16.03707	364.50000,364.75000	0.50000,4.96865		
3	1	19216800000200	1542909084000	206	138326.50000	1314.07962	0.44917	0.00785	73.96285	63.16337	3.57633	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	249.25000	2.48747	555.00000	5.43139		
1	1	19216800000200	1542909085000	504,604	56263.75000,52948.50000	1807.38352,1477.50000	0.39470,0.34430	0.01957,0.02099	352.09235,285.71429	25.87362,71.42857	353.81707,357.13759	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	149.00000,135.00000	5.70088,6.00000	377.75000,392.50000	6.49519,6.50000		
3	1	19216800000200	1542909085000	206,306,406	161541.00000,176692.50000,155933.00000	13848.00000,1303.50000,15837.10586	0.54973,0.59596,0.51496	0.04511,0.00111,0.06266	681.81818,614.71861,-1	0.00000,67.09957,223.86436	357.61406,355.53284,350.53768	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	298.00000,324.50000,283.33333	25.00000,1.50000,31.47839	542.00000,544.50000,551.00000	1.00000,1.50000,9.27362		
1	1	19216800000200	1542909086000	804,803	63713.00000,60209.00000	1007.40293,4674.00000	0.38853,0.38905	0.01017,0.01046	252.12580,219.28693	74.11533,41.27645	344.89890,2.93567	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	157.33333,153.00000	3.29983,8.00000	405.00000,393.00000	2.16025,10.00000		
3	1	19216800000200	1542909086000	605,705	146213.00000,152025.00000	10245.56187,7815.00000	0.42406,0.44997	0.02507,0.00611	293.67643,394.79021	9.98849,91.12529	348.14700,3.86546	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	249.00000,261.50000	16.06238,8.50000	587.00000,581.00000	3.55903,11.00000		
1	1	19216800000200	1542909087000	1003	34210.00000	0.00000	0.35370	0.00000	-1	65.40138	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.00000	0.00000	311.00000	0.00000		
3	1	19216800000200	1542909087000	905,1005,1106	139442.50000,133121.33333,147734.00000	10709.50000,7680.30044,3814.00000	0.49081,0.50262,0.55368	0.00919,0.02979,0.00894	364.96350,425.46403,200.64935	0.00000,156.43201,70.77922	2.20260,4.63546,5.19443	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	261.50000,258.66667,286.00000	12.50000,15.10703,6.00000	532.50000,514.66667,516.50000	15.50000,1.69967,2.50000		
3	1	19216800000200	1542909088000	1205	82170.50000	14991.50000	0.37081	0.04915	-1	96.47523	45.00000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174.50000	27.50000	469.00000	12.00000		
