1	1	19216800000203	1541682270000	206,305,405,505,605,705,805,905,1005,1105,1205	24726.00000,29609.66667,28736.00000,30600.66667,31117.33333,32785.33333,34736.00000,33405.33333,36820.00000,30167.33333,27494.00000	1836.00000,2453.92343,960.00000,3405.38205,3302.84991,4252.02864,2992.00000,3011.40469,3443.20316,1987.55081,0.00000	0.48546,0.55046,0.50167,0.49174,0.48362,0.48426,0.51700,0.50851,0.57368,0.50479,0.50644	0.00381,0.04945,0.05006,0.04968,0.06172,0.05694,0.03262,0.04701,0.05346,0.00344,0.00000	132.81250,226.94561,225.10343,228.85828,269.41227,211.34421,200.85470,256.40268,194.60484,148.81305,-1	0.00000,66.59558,51.49232,75.86709,49.73357,24.09955,21.36752,28.36093,44.00087,51.57162,37.98353	331.38954,0.73452,2.20260,353.55840,356.36705,0.00000,1.97493,0.00000,356.34778,356.72951,-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109.50000,127.66667,120.00000,122.66667,122.66667,126.00000,134.00000,130.33333,145.33333,123.33333,118.00000	4.50000,11.02522,8.00000,13.02135,14.33721,15.57776,10.00000,11.89771,13.52364,4.10961,0.00000	225.50000,232.00000,240.00000,249.33333,254.00000,260.00000,259.00000,256.33333,253.33333,244.33333,233.00000	7.50000,0.81650,8.00000,1.24722,2.94392,1.63299,3.00000,0.47140,1.88562,8.17856,0.00000		
2	100	19216800000203	1541682270000	202,302,402,502,501,602,701,801,901,1001,1101,1201,1202	2716.66667,2981.00000,2854.66667,3306.00000,3112.00000,2576.00000,2856.00000,3085.33333,2754.00000,3432.00000,2824.00000,2140.00000,2024.00000	318.20050,181.00000,77.31034,342.00000,536.00000,0.00000,280.00000,383.79624,162.00000,379.09366,703.90909,116.00000,0.00000	1.02133,1.05427,0.89933,1.01754,0.97212,0.82143,0.91071,1.00463,0.94444,1.19357,1.14048,1.03337,1.04545	0.14489,0.16141,0.00916,0.10526,0.15069,0.00000,0.08929,0.09645,0.05556,0.14775,0.15438,0.01209,0.00000	261.04911,203.06484,222.58620,270.57286,312.80172,281.80330,258.74126,275.51153,309.02778,227.27292,161.72910,110.62467,-1	3.23661,61.22087,69.97122,57.15823,14.92938,16.06904,6.99301,84.55729,79.86111,41.06688,33.19194,82.65264,12.97982	354.64417,5.19443,347.00538,353.48020,2.60256,349.38034,356.63354,2.12110,352.14669,359.09062,6.07246,32.47119,-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.66667,56.00000,50.66667,58.00000,55.00000,46.00000,51.00000,55.66667,51.00000,64.00000,56.66667,47.00000,46.00000	6.79869,6.00000,0.94281,6.00000,9.00000,0.00000,5.00000,6.12826,3.00000,7.48331,10.87300,1.00000,0.00000	51.66667,53.50000,56.33333,57.00000,56.50000,56.00000,56.00000,55.33333,54.00000,53.66667,49.33333,45.50000,44.00000	0.94281,2.50000,0.47140,0.00000,0.50000,0.00000,0.00000,0.94281,0.00000,0.47140,2.62467,1.50000,0.00000		
1	1	19216800000202	1541682276000	906,806,706,606,506,406,306,206	41017.50000,45394.00000,40428.66667,42304.00000,42582.00000,39396.00000,43644.00000,35939.71429	3622.50000,754.00000,4222.02995,4680.86488,4794.00000,1608.00000,2640.00000,6452.17309	0.53042,0.58530,0.50362,0.52020,0.56093,0.54851,0.61252,0.61268	0.04306,0.01182,0.07072,0.07048,0.03481,0.02239,0.04162,0.03931	243.69748,323.97640,293.20826,210.78014,281.62171,348.38566,312.92466,-1	0.00000,80.27892,89.25437,24.53691,37.52722,29.23672,64.69771,79.55567	188.36589,177.91743,179.14490,180.00000,175.91438,181.04163,181.59114,185.94686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147.50000,163.00000,142.66667,148.33333,154.50000,147.00000,163.50000,148.14286	12.50000,3.00000,17.46107,18.26350,13.50000,6.00000,10.50000,17.74766	278.00000,278.50000,284.00000,285.66667,275.00000,268.00000,267.00000,241.00000	1.00000,0.50000,5.35413,3.85861,7.00000,0.00000,1.00000,13.72172		
2	100	19216800000202	1541682276000	1003,902,803,703,602,502,303,203,103	4000.50000,4157.50000,3874.00000,3850.00000,4306.00000,4366.66667,3390.00000,3780.00000,3092.28571	346.50000,189.50000,94.00000,70.00000,386.00000,820.03144,150.00000,240.00000,569.16222	1.00794,1.06375,0.90184,0.78571,0.90735,1.01078,0.94167,1.05000,1.03843	0.08730,0.03149,0.13041,0.01429,0.10735,0.08890,0.04167,0.06667,0.07002	201.68067,356.15949,396.69846,298.52217,271.06691,356.41697,493.57734,355.27947,-1	0.00000,154.47881,113.93984,15.76355,43.21881,159.73529,87.98294,50.31493,97.14283	191.30993,167.57406,187.27500,191.30993,180.00000,173.35472,180.97102,180.00000,163.61046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.50000,66.50000,59.00000,55.00000,62.50000,66.33333,56.50000,63.00000,56.57143	5.50000,2.50000,5.00000,1.00000,6.50000,9.17727,2.50000,4.00000,7.00728	63.00000,62.50000,66.00000,70.00000,69.00000,65.33333,60.00000,60.00000,54.28571	0.00000,0.50000,4.00000,0.00000,1.00000,3.77124,0.00000,0.00000,3.10365		
3	1	19216800000203	1541682276000	1102,1103	5474.50000,6457.33333	150.50000,792.77333	0.36182,0.39255	0.00182,0.02970	16.00000,33.35737	0.00000,13.39627	56.30993,8.13010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.50000,50.33333	0.50000,4.98888	123.00000,128.00000	2.00000,2.94392		
4	100	19216800000203	1541682282000	1101,1001,901,801,701,601,602,502,402,302,202,102,103	779.25000,1200.50000,1372.00000,1438.00000,1364.66667,1384.00000,1330.66667,1307.33333,1306.00000,1329.50000,1218.00000,1101.00000,774.85714	155.70786,132.79590,70.38466,80.54812,79.93887,92.00000,31.04119,34.88393,32.61901,90.23719,55.75303,77.07572,152.38619	0.84970,0.82943,0.86846,0.86900,0.88153,0.88639,0.93836,0.95495,1.04953,1.13225,0.98333,1.00979,0.86671	0.03634,0.01728,0.02413,0.00876,0.00968,0.00834,0.03257,0.02548,0.07260,0.19115,0.04243,0.03813,0.05573	44.80049,-1,110.97305,152.22740,161.88233,184.53489,152.94197,178.55478,174.39547,142.42507,135.09415,134.41029,-1	31.66350,102.75948,66.35815,30.15755,24.12022,9.70971,30.09314,58.78227,46.58577,92.95043,55.93507,86.60656,49.23601	172.69424,175.23636,180.00000,177.56335,180.00000,169.21570,181.33222,169.38034,176.42367,177.61406,170.53768,164.47589,106.38954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.62500,31.50000,34.50000,35.33333,34.66667,35.00000,35.33333,35.33333,37.00000,38.75000,34.60000,33.33333,25.85714	2.82566,1.65831,0.86603,0.94281,0.94281,1.00000,0.94281,0.94281,1.41421,4.54835,1.35647,1.69967,3.35638	30.12500,38.00000,39.75000,40.66667,39.33333,39.50000,37.66667,37.00000,35.33333,34.50000,35.20000,33.00000,29.71429	2.75851,2.23607,1.29904,1.24722,1.24722,1.50000,0.47140,0.00000,1.24722,1.65831,0.74833,0.81650,1.97949		
5	1	19216800000203	1541682288000	307,407,507,607,707,807,907,1007,1107	29091.33333,28614.66667,29817.66667,28521.50000,29470.66667,31253.00000,28428.00000,28183.33333,29224.00000	2668.92754,1108.73542,1759.40792,633.50000,2701.94613,2021.00000,609.76061,376.46189,863.96914	0.56040,0.51465,0.49919,0.46776,0.46718,0.48803,0.43092,0.42674,0.49057	0.04019,0.03388,0.02371,0.01796,0.03480,0.02772,0.02104,0.00766,0.04459	234.19906,196.78352,261.84707,298.18011,213.39115,183.91608,259.43110,192.88646,142.89509	37.11877,58.20923,56.66933,30.06417,41.45051,16.08392,66.92674,28.47122,72.63800	9.83356,349.56252,356.42367,354.95755,4.92711,3.27049,354.95755,355.13549,358.21009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127.66667,121.33333,122.00000,115.50000,117.33333,123.50000,110.66667,109.66667,119.66667	10.33871,6.18241,6.48074,3.50000,9.74109,7.50000,3.77124,1.69967,7.03957	227.66667,236.00000,244.33333,247.00000,251.00000,253.00000,257.00000,257.00000,244.66667	3.68179,4.32049,1.69967,2.00000,2.16025,1.00000,4.08248,0.81650,8.37987		
6	100	19216800000203	1541682288000	204,304,404,504,604,704,804,904,1004,1104,1103,1203	3878.00000,3910.66667,3934.00000,3902.00000,4065.00000,4160.00000,4010.66667,3956.00000,3602.66667,3052.00000,3100.00000,3243.00000	406.00000,330.72580,34.00000,2.82843,159.00000,64.00000,60.33978,12.00000,411.37601,28.00000,20.00000,123.00000	0.99130,1.00493,0.94591,0.94343,0.97691,0.98485,1.00034,0.91085,0.91824,0.99123,1.08601,1.22398	0.08807,0.05264,0.02284,0.02878,0.00722,0.01515,0.02593,0.05790,0.04745,0.02695,0.06783,0.07014	197.08029,225.47827,290.82874,298.38992,327.16562,282.76179,253.08338,281.76725,218.73964,214.79230,207.28291,111.22380	0.00000,21.21537,59.53622,58.56262,1.07866,43.32517,36.50859,21.26305,29.98622,23.30294,30.81232,65.24679	0.00000,358.21009,353.36749,353.38654,357.33700,3.17983,358.54978,358.09085,0.00000,348.31063,4.39871,15.25512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.00000,62.66667,61.00000,60.66667,63.00000,64.00000,63.33333,60.00000,57.33333,55.00000,58.00000,63.00000	6.00000,4.10961,1.00000,0.94281,1.00000,0.00000,0.94281,2.00000,2.49444,1.00000,2.00000,3.00000	62.50000,62.33333,64.50000,64.33333,64.50000,65.00000,63.33333,66.00000,62.66667,55.50000,53.50000,51.50000	0.50000,1.69967,0.50000,0.94281,1.50000,1.00000,0.94281,2.00000,4.98888,0.50000,1.50000,0.50000		
3	1	19216800000202	1541682288000	206,306	21335.66667,21609.00000	1093.04234,903.00000	0.55707,0.52984	0.01904,0.02738	201.97740,156.57510	35.31073,80.71303	1.02303,22.83365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109.00000,107.00000	4.24264,5.00000	195.66667,202.00000	3.77124,1.00000		
4	100	19216800000202	1541682288000	103,203	1872.00000,2142.00000	72.00000,242.83328	1.44444,1.27044	0.05556,0.29645	148.14815,181.15751	0.00000,64.41030	348.69007,0.00000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.00000,51.33333	2.00000,3.77124	36.00000,42.33333	0.00000,8.25967		
