FRAME	1540899945567	1874	1	19216800000600	404	710	530	68	146	0	9928	1920	1080
FRAME	1540899945567	1875	2	19216800000600	602	982	257	189	79	0	14931	1920	1080
FRAME	1540899945567	1876	1	19216800000600	206	318	669	96	174	0	16704	1920	1080
FRAME	1540899945788	1874	1	19216800000600	404	717	523	64	148	0	9472	1920	1080
FRAME	1540899945788	1875	2	19216800000600	602	1002	253	176	75	0	13200	1920	1080
FRAME	1540899945788	1876	1	19216800000600	206	334	656	114	175	0	19950	1920	1080
FRAME	1540899945942	34	2	19216800000603	403	723	353	94	96	0	9024	1920	1080
FRAME	1540899945942	35	2	19216800000603	900	1667	49	151	46	0	6946	1920	1080
FRAME	1540899945942	36	2	19216800000603	400	649	19	62	30	0	1860	1920	1080
FRAME	1540899945942	37	2	19216800000603	402	733	283	99	105	0	10395	1920	1080
FRAME	1540899946043	408	2	19216800000602	702	455	134	39	63	0	2457	704	576
FRAME	1540899946043	525	2	19216800000602	601	376	60	25	28	0	700	704	576
FRAME	1540899946043	604	1	19216800000602	306	189	395	21	84	0	1764	704	576
FRAME	1540899946043	626	2	19216800000602	601	360	78	18	23	0	414	704	576
FRAME	1540899946043	630	2	19216800000602	601	392	90	40	73	0	2920	704	576
FRAME	1540899946043	631	1	19216800000602	309	144	527	58	88	0	5104	704	576
FRAME	1540899946164	1874	1	19216800000600	404	721	524	62	143	0	8866	1920	1080
FRAME	1540899946164	1875	2	19216800000600	602	1023	249	166	73	0	12118	1920	1080
FRAME	1540899946164	1876	1	19216800000600	206	352	654	126	172	0	21672	1920	1080
FRAME	1540899946228	34	2	19216800000603	403	723	353	94	96	0	9024	1920	1080
FRAME	1540899946228	35	2	19216800000603	900	1709	47	154	45	0	6930	1920	1080
FRAME	1540899946228	36	2	19216800000603	400	637	39	61	41	0	2501	1920	1080
FRAME	1540899946228	37	2	19216800000603	402	733	283	99	105	0	10395	1920	1080
FRAME	1540899946355	408	2	19216800000602	702	456	135	38	62	0	2356	704	576
FRAME	1540899946355	525	2	19216800000602	601	375	60	25	30	0	750	704	576
FRAME	1540899946355	604	1	19216800000602	306	189	395	21	84	0	1764	704	576
FRAME	1540899946355	626	2	19216800000602	601	360	78	18	23	0	414	704	576
FRAME	1540899946355	630	2	19216800000602	601	392	90	40	73	0	2920	704	576
FRAME	1540899946355	631	1	19216800000602	308	162	507	53	110	0	5830	704	576
FRAME	1540899946490	1874	1	19216800000600	404	749	517	55	141	0	7755	1920	1080
FRAME	1540899946490	1875	2	19216800000600	602	1057	241	161	71	0	11431	1920	1080
FRAME	1540899946490	1876	1	19216800000600	306	390	649	102	174	0	17748	1920	1080
FRAME	1540899946689	34	2	19216800000603	403	723	353	94	96	0	9024	1920	1080
FRAME	1540899946689	35	2	19216800000603	1000	1754	45	152	45	0	6840	1920	1080
FRAME	1540899946689	36	2	19216800000603	400	620	69	64	49	0	3136	1920	1080
FRAME	1540899946689	37	2	19216800000603	402	733	283	99	105	0	10395	1920	1080
FRAME	1540899946933	1874	1	19216800000600	504	792	501	58	137	0	7946	1920	1080
FRAME	1540899946933	1875	2	19216800000600	602	1097	230	153	71	0	10863	1920	1080
FRAME	1540899946933	1876	1	19216800000600	305	443	635	93	167	0	15531	1920	1080
FRAME	1540899946982	408	2	19216800000602	702	455	135	38	62	0	2356	704	576
FRAME	1540899946982	525	2	19216800000602	601	375	62	25	30	0	750	704	576
FRAME	1540899946982	604	1	19216800000602	306	189	395	21	84	0	1764	704	576
FRAME	1540899946982	630	2	19216800000602	601	392	90	40	73	0	2920	704	576
FRAME	1540899946982	631	1	19216800000602	308	174	479	47	120	0	5640	704	576
FRAME	1540899947147	34	2	19216800000603	403	723	353	94	96	0	9024	1920	1080
FRAME	1540899947147	35	2	19216800000603	1000	1774	45	157	45	0	7065	1920	1080
FRAME	1540899947147	36	2	19216800000603	400	620	69	64	49	0	3136	1920	1080
FRAME	1540899947147	37	2	19216800000603	402	733	283	99	105	0	10395	1920	1080
FRAME	1540899947266	1874	1	19216800000600	504	827	492	56	138	0	7728	1920	1080
FRAME	1540899947266	1875	2	19216800000600	602	1123	224	152	71	0	10792	1920	1080
FRAME	1540899947266	1876	1	19216800000600	305	498	615	89	166	0	14774	1920	1080
FRAME	1540899947456	35	2	19216800000603	1000	1784	46	154	45	0	6930	1920	1080
FRAME	1540899947456	36	2	19216800000603	400	620	69	64	49	0	3136	1920	1080
FRAME	1540899947505	1874	1	19216800000600	504	853	490	58	138	0	8004	1920	1080
FRAME	1540899947505	1875	2	19216800000600	602	1134	223	148	71	0	10508	1920	1080
FRAME	1540899947505	1876	1	19216800000600	305	535	598	81	163	0	13203	1920	1080
FRAME	1540899947798	408	2	19216800000602	702	455	135	38	63	0	2394	704	576
FRAME	1540899947798	525	2	19216800000602	601	375	62	25	31	0	775	704	576
FRAME	1540899947798	604	1	19216800000602	306	189	395	21	84	0	1764	704	576
FRAME	1540899947798	631	1	19216800000602	307	179	452	44	126	0	5544	704	576
FRAME	1540899947798	632	1	19216800000602	406	230	381	31	105	0	3255	704	576
FRAME	1540899947896	1874	1	19216800000600	504	871	484	53	137	0	7261	1920	1080
FRAME	1540899947896	1875	2	19216800000600	602	1138	224	143	70	0	10010	1920	1080
FRAME	1540899947896	1876	1	19216800000600	305	556	589	77	163	0	12551	1920	1080
FRAME	1540899948008	408	2	19216800000602	702	455	135	38	63	0	2394	704	576
FRAME	1540899948008	525	2	19216800000602	601	375	62	24	30	0	720	704	576
FRAME	1540899948008	631	1	19216800000602	307	183	422	40	124	0	4960	704	576
FRAME	1540899948008	632	1	19216800000602	407	228	419	30	99	0	2970	704	576
FRAME	1540899948049	35	2	19216800000603	1000	1787	47	152	45	0	6840	1920	1080
FRAME	1540899948049	36	2	19216800000603	400	620	69	64	49	0	3136	1920	1080
FRAME	1540899948049	38	2	19216800000603	406	576	687	192	203	0	38976	1920	1080
FRAME	1540899948314	1874	1	19216800000600	504	890	474	54	130	0	7020	1920	1080
FRAME	1540899948314	1875	2	19216800000600	602	1141	222	138	67	0	9246	1920	1080
FRAME	1540899948314	1876	1	19216800000600	405	584	581	75	154	0	11550	1920	1080
FRAME	1540899948455	35	2	19216800000603	1000	1800	46	154	46	0	7084	1920	1080
FRAME	1540899948455	38	2	19216800000603	406	576	687	192	203	0	38976	1920	1080
FRAME	1540899948748	408	2	19216800000602	702	455	134	38	63	0	2394	704	576
FRAME	1540899948748	525	2	19216800000602	601	374	62	23	30	0	690	704	576
FRAME	1540899948748	631	1	19216800000602	307	186	404	39	122	0	4758	704	576
FRAME	1540899948748	632	1	19216800000602	407	235	453	28	96	0	2688	704	576
FRAME	1540899948748	633	1	19216800000602	502	324	150	11	29	0	319	704	576
FRAME	1540899948820	1874	1	19216800000600	504	916	466	48	133	0	6384	1920	1080
FRAME	1540899948820	1875	2	19216800000600	602	1141	222	138	67	0	9246	1920	1080
FRAME	1540899948820	1876	1	19216800000600	405	622	566	65	157	0	10205	1920	1080
FRAME	1540899948836	35	2	19216800000603	1000	1800	46	154	46	0	7084	1920	1080
FRAME	1540899948836	38	2	19216800000603	406	576	687	192	203	0	38976	1920	1080
FRAME	1540899949090	408	2	19216800000602	702	454	134	39	63	0	2457	704	576
FRAME	1540899949090	525	2	19216800000602	601	375	62	24	30	0	720	704	576
FRAME	1540899949090	631	1	19216800000602	306	192	397	38	122	0	4636	704	576
FRAME	1540899949090	632	1	19216800000602	407	235	453	28	96	0	2688	704	576
FRAME	1540899949090	633	1	19216800000602	502	324	151	11	30	0	330	704	576
FRAME	1540899949243	35	2	19216800000603	1000	1800	46	154	46	0	7084	1920	1080
FRAME	1540899949243	38	2	19216800000603	406	576	687	192	203	0	38976	1920	1080
FRAME	1540899949511	1874	1	19216800000600	504	955	454	45	131	0	5895	1920	1080
FRAME	1540899949511	1875	2	19216800000600	602	1141	222	138	67	0	9246	1920	1080
FRAME	1540899949511	1876	1	19216800000600	405	677	548	60	150	0	9000	1920	1080
FRAME	1540899949511	1877	2	19216800000600	901	1624	111	95	28	0	2660	1920	1080
FRAME	1540899949769	35	2	19216800000603	1000	1842	39	137	52	0	7124	1920	1080
FRAME	1540899949769	39	2	19216800000603	301	565	173	93	76	0	7068	1920	1080
FRAME	1540899949836	1874	1	19216800000600	604	1001	439	44	125	0	5500	1920	1080
FRAME	1540899949836	1875	2	19216800000600	602	1141	222	138	67	0	9246	1920	1080
FRAME	1540899949836	1876	1	19216800000600	404	735	533	57	150	0	8550	1920	1080
FRAME	1540899949836	1877	2	19216800000600	901	1597	112	96	28	0	2688	1920	1080
FRAME	1540899949958	408	2	19216800000602	702	453	134	41	63	0	2583	704	576
FRAME	1540899949925	713	2	19216800000601	307	188	396	279	192	0	53568	896	504
FRAME	1540899949958	525	2	19216800000602	601	375	62	25	30	0	750	704	576
FRAME	1540899949958	631	1	19216800000602	306	209	387	38	122	0	4636	704	576
FRAME	1540899949958	632	1	19216800000602	408	255	487	40	116	0	4640	704	576
