OBJECT	19216800000600	1540899750715	1540899750715	0	1793	2	8784	162	69	0.426	2.347	162	69	0	0	1.8	8.74	1.6	0.7	1.6	0.7	-1	168	70	9236.3	0.436	2.4	168	70	0	0	17.48	0	156	68	8331.5	0.417	2.294	156	68	0	0	0	-1	0,0,0,0,0,0,0,0,0,0	1920	1080	0	0	0	0
OBJECT	19216800000600	1540899747856	1540899751560	1	1791	2	2418	105.6	29.1	0.276	3.631	105.6	29.1	373.54	111.4	1.6	27.32	2.62	0.73	2.62	0.73	7.7	111	30	2591.8	0.302	3.857	111	30	655.51	196.7	31.82	16.2	96	27	2035.8	0.259	3.31	96	27	0	0	0	-1	0,0,0,0,0,0,0,0,0,0	1920	1080	0	0	0	0
OBJECT	19216800000600	1540899750715	1540899753562	1	1793	2	12260	198.2	78.2	0.396	2.528	198.2	78.2	832.34	674.9	3.4	15.55	3.05	1.26	3.05	1.26	31.32	215	82	13524.6	0.436	2.688	215	82	1441.43	1182	17.9	52.6	156	68	8331.5	0.372	2.294	156	68	0	0	0	-1	0,0,0,0,0,0,0,0,0,0	1920	1080	0	0	0	0
OBJECT	19216800000600	1540899744874	1540899755596	1	1790	2	7330	164.4	52.7	0.323	3.133	164.4	52.7	764.65	401.9	2.9	20.51	3.33	1.04	3.33	1.04	28.09	247	76	14549.5	0.382	3.805	247	76	1563.98	682.9	28.71	40.2	118	36	3706.3	0.263	2.615	118	36	0	0	0	-1	0,0,0,0,0,0,0,0,0,0	1920	1080	0	0	0	0
OBJECT	19216800000600	1540899756242	1540899756242	0	1794	2	1587	65.4	30.8	0.47	2.128	65.4	30.8	0	0	1.1	30.02	1.54	0.7	1.54	0.7	3.92	69	34	1842.5	0.493	2.222	69	34	0	0	37.79	8.9	60	27	1272.3	0.45	2.029	60	27	0	0	0	-1	0,0,0,0,0,0,0,0,0,0	1920	1080	0	0	0	0
OBJECT	19216800000600	1540899738247	1540899757322	1	1787	1	8017	71.8	134	1.942	1.942	134	71.8	149.81	204.4	1.3	7.64	0.91	1.74	1.74	0.91	7.09	156	185	22666.6	2.415	2.415	185	156	238.42	426.8	10.99	10.2	45	93	3286.9	1.186	1.186	93	45	0	0	0	-1	0,0,0,0,0,0,0,0,0,0	1920	1080	0	0	0	0
OBJECT	19216800000600	1540899757810	1540899757810	0	1795	2	2022	73.5	35	0.476	2.1	73.5	35	0	0	0.8	16.18	1.03	0.48	1.03	0.48	-1	75	36	2120.6	0.48	2.118	75	36	0	0	32.37	0	72	34	1922.7	0.472	2.083	72	34	0	0	0	-1	0,0,0,0,0,0,0,0,0,0	1920	1080	0	0	0	0
OBJECT	19216800000600	1540899758965	1540899758965	0	1796	1	2941	43.7	85	1.965	1.965	85	43.7	20.05	18.4	0.4	8.61	0.4	0.85	0.85	0.4	0.93	50	92	3612.8	2.167	2.167	92	50	60.15	55.3	12.99	4.8	36	78	2205.4	1.84	1.84	78	36	0	0	0	-1	0,0,0,0,0,0,0,0,0,0	1920	1080	0	0	0	0
OBJECT	19216800000600	1540899759296	1540899759296	0	1797	2	6509	130.5	63.5	0.487	2.055	130.5	63.5	0	0	2.4	14.63	1.76	0.85	1.76	0.85	-1	132	64	6635	0.488	2.063	132	64	0	0	29.26	0	129	63	6382.9	0.485	2.048	129	63	0	0	0	-1	0,0,0,0,0,0,0,0,0,0	1920	1080	0	0	0	0
OBJECT	19216800000600	1540899759361	1540899759361	0	1798	2	25009	211.5	150.5	0.712	1.405	211.5	150.5	0	0	4.8	9.24	2.04	1.49	2.04	1.49	-1	219	152	26144.3	0.73	1.441	219	152	0	0	18.47	0	204	149	23873	0.694	1.369	204	149	0	0	0	-1	0,0,0,0,0,0,0,0,0,0	1920	1080	0	0	0	0
