1	19216800000202	1541874642500	706,606,506	43239.66667,44296.50000,47483.00000	3593.37876,2681.50000,505.00000	181.33961,238.01839,268.52962	20.04928,36.62950,6.11827
1	19216800000202	1541874644000	106	28800.00000	0.00000	-1	91.36597
3	19216800000202	1541874658500	206,306	22386.33333,22242.00000	246.95794,88.00000	187.22181,136.46757	6.57664,57.33088
3	19216800000202	1541874660000	707,807	30151.50000,28426.00000	1725.50000,0.00000	291.13924,291.13924	0.00000,0.00000
7	19216800000202	1541874665000	1107,1007	26430.33333,27517.33333	1885.02879,1085.37592	183.59486,209.19622	96.98068,74.95762
7	19216800000202	1541874666500	608,508,409,309	27053.00000,26771.50000,25877.00000,25200.00000	64.00000,217.50000,677.00000,0.00000	357.14286,338.29365,298.02009,263.29787	0.00000,18.84921,21.42435,13.29787
9	19216800000202	1541874672000	306,406	31950.50000,31921.00000	653.50000,536.13493	150.79365,190.12469	0.00000,63.51070
9	19216800000202	1541874673500	1006,1106	36738.50000,33204.00000	3395.31387,1200.00000	183.13553,245.27163	111.88097,83.29980
9	19216800000202	1541874675000	1206	14746.00000	0.00000	-1	0.00000
11	19216800000202	1541874684500	507,607	34375.00000,33413.33333	2119.00000,2198.87385	226.89076,300.16796	0.00000,75.52862
11	19216800000202	1541874686000	1206	25996.20000	4253.98192	37.23404	64.49125
15	19216800000202	1541874708500	407	27594.00000	490.00000	341.26984	0.00000
15	19216800000202	1541874710000	806,906,905	23216.00000,21553.50000,20855.66667	989.00000,673.50000,19.60159	197.18310,186.64186,159.77800	0.00000,10.54123,38.69461
15	19216800000202	1541874711500	1205	11925.00000	2663.80827	46.89856	30.76590
