1	1	19216800000204	1542071397000	403,503	20781.66667,17290.00000	1126.05871,1372.17200	0.49763,0.45157	0.01946,0.03060	126.17310,128.68926	16.68405,26.01466	7.12502,351.63411	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	101.66667,88.33333	4.18994,6.12826	204.33333,195.66667	4.78423,4.78423		
1	1	19216800000204	1542071398000	703	17811.25000	2022.90130	0.47285	0.03307	115.44698	28.28052	5.80673	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91.75000	8.40759	193.75000	4.14578		
1	1	19216800000204	1542071399000	903,1003	19001.00000,18222.50000	1401.00000,1116.37393	0.47000,0.46456	0.03000,0.04055	117.34694,131.58621	0.00000,68.64413	357.39744,2.38594	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94.50000,92.00000	6.50000,6.81909	201.00000,198.25000	1.00000,2.48747		
1	1	19216800000204	1542071400000	1203	15017.60000	2613.89652	0.47272	0.05124	16.10857	16.46517	48.81407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.20000	11.70299	177.60000	6.24820		
1	1	19216800000205	1542071405000	1104,1005,905,904	26720.00000,26013.50000,24972.00000,25823.50000	560.00000,1266.50000,225.00000,626.50000	0.55705,0.53981,0.50248,0.49449	0.00659,0.02383,0.01350,0.00551	311.47541,300.89900,179.75249,-1	0.00000,10.57641,110.57010,52.61863	176.82017,178.36342,199.44003,206.56505	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	122.00000,118.50000,112.00000,113.00000	2.00000,5.50000,1.00000,2.00000	219.00000,219.50000,223.00000,228.50000	1.00000,0.50000,4.00000,1.50000		
1	1	19216800000205	1542071406000	705,604,504	25252.50000,30207.66667,28365.50000	1452.50000,2705.02364,2261.50000	0.43253,0.50089,0.45416	0.01236,0.04878,0.03982	121.95122,157.41569,211.15882	0.00000,26.24156,45.47835	192.99462,183.12213,183.69139	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	104.50000,123.00000,113.50000	4.50000,11.43095,9.50000	241.50000,245.66667,250.00000	3.50000,2.49444,1.00000		
1	1	19216800000205	1542071407000	404,305,205,204	28845.00000,28242.50000,29206.50000,29260.00000	801.00000,198.50000,765.50000,712.00000	0.48274,0.48066,0.51802,0.52975	0.01932,0.01725,0.02011,0.00838	211.05528,270.47609,203.68085,-1	0.00000,59.42082,126.21606,16.13388	173.99099,184.89909,188.74616,180.00000	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	118.00000,116.50000,123.00000,124.50000	4.00000,2.50000,4.00000,2.50000	244.50000,242.50000,237.50000,235.00000	1.50000,3.50000,1.50000,1.00000		
1	1	19216800000205	1542071408000	104	20952.00000	0.00000	0.44907	0.00000	-1	47.02518	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97.00000	0.00000	216.00000	0.00000		
3	1	19216800000205	1542071418000	204,304	22488.00000,22228.00000	1163.11306,668.00000	0.53182,0.47744	0.02623,0.03199	211.72664,206.79876	71.10164,76.02953	2.00955,352.40536	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	109.33333,103.00000	4.98888,5.00000	205.66667,216.00000	4.64280,4.00000		
3	1	19216800000205	1542071419000	504,604	23642.66667,25692.50000	1952.85267,606.50000	0.47234,0.52374	0.05027,0.01473	207.39087,167.05217	38.64087,1.69783	355.76361,4.96974	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	105.66667,116.00000	9.97775,3.00000	224.00000,221.50000	2.94392,0.50000		
3	1	19216800000205	1542071420000	804,904,1004	24235.50000,25460.50000,26415.00000	267.50000,957.50000,3.00000	0.47246,0.50164,0.55910	0.00521,0.03439,0.02306	308.27068,229.13534,137.50000	0.00000,79.13534,12.50000	357.06433,358.21009,9.46232	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	107.00000,113.00000,121.50000	0.00000,6.00000,2.50000	226.50000,225.50000,217.50000	2.50000,3.50000,4.50000		
3	1	19216800000205	1542071421000	1104,1204	20703.33333,15618.00000	2355.94246,1894.00000	0.54633,0.41525	0.07368,0.02696	60.48652,132.82592	51.93951,20.39989	15.94540,0.00000	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	106.33333,80.50000	13.12335,7.50000	195.00000,193.50000	3.74166,5.50000		
3	1	19216800000205	1542071422000	1204	6916.00000	0.00000	0.20879	0.00000	-1	32.88047	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.00000	0.00000	182.00000	0.00000		
3	1	19216800000204	1542071426000	804	32472.00000	468.00000	0.52862	0.02466	525.64103	0.00000	177.06433	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	131.00000	4.00000	248.00000	4.00000		
3	1	19216800000204	1542071427000	505,405	35380.00000,37217.33333	2872.00000,4091.70782	0.52281,0.57568	0.03444,0.08813	481.92771,330.10003	0.00000,108.35590	171.86990,178.38646	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	136.00000,146.33333	10.00000,19.15434	260.00000,255.00000	2.00000,5.71548		
3	1	19216800000204	1542071428000	205	45486.00000	0.00000	0.64286	0.00000	-1	119.29015	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171.00000	0.00000	266.00000	0.00000		
5	1	19216800000204	1542071437500	703,704	23700.00000,23275.50000	711.00000,286.50000	0.42194,0.41262	0.01266,0.00334	373.73737,353.53535	0.00000,20.20202	1.50744,0.00000	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100.00000,98.00000	3.00000,1.00000	237.00000,237.50000	0.00000,0.50000		
5	1	19216800000204	1542071438500	1003,1103,1104,1204	24404.50000,24288.00000,22184.00000,21168.00000	971.50000,1088.00000,1016.00000,0.00000	0.53756,0.58327,0.56551,0.55102	0.04898,0.00327,0.01449,0.00000	190.00000,175.29197,171.48694,91.19497	0.00000,14.70803,10.90300,91.19497	7.76517,6.84277,3.69139,-1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	114.50000,119.00000,112.00000,108.00000	7.50000,3.00000,4.00000,0.00000	213.50000,204.00000,198.00000,196.00000	5.50000,4.00000,2.00000,0.00000		
