1	1	19216800000202	1542022092500	803,903	18604.00000,21607.50000	1202.43836,1306.50000	0.44527,0.53483	0.04161,0.03234	117.12938,57.05969	10.25915,49.81054	356.42367,176.38612	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91.00000,107.50000	7.11805,6.50000	204.66667,201.00000	3.85861,0.00000		
2	100	19216800000202	1542022092500	800,900,901	2491.00000,2591.00000,2155.00000	141.00000,41.00000,395.00000	1.12766,1.08594,0.94474	0.06383,0.10555,0.03565	152.86624,171.85297,99.11046	0.00000,18.98673,91.72924	2.29061,10.95406,178.08447	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	53.00000,53.00000,45.00000	3.00000,3.00000,5.00000	47.00000,49.00000,47.50000	0.00000,2.00000,3.50000		
1	1	19216800000202	1542022135000	503,603	21768.66667,19789.33333	1578.54814,948.36046	0.45633,0.41248	0.02782,0.03407	187.63993,189.44892	6.38993,7.83327	358.93909,0.00000	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	99.66667,90.33333	6.64998,5.90668	218.33333,219.33333	1.24722,4.02768		
2	100	19216800000202	1542022135000	401,501,601,600	2496.00000,2552.00000,2424.00000,2574.00000	208.00000,152.00000,24.00000,126.00000	0.92308,0.98000,0.95059,1.01059	0.07692,0.02000,0.00941,0.06941	238.80597,225.65299,238.25000,244.90323	0.00000,13.15299,25.75000,19.09677	6.34019,347.90524,349.87533,3.09406	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48.00000,50.00000,48.00000,51.00000	4.00000,2.00000,0.00000,3.00000	52.00000,51.00000,50.50000,50.50000	0.00000,1.00000,0.50000,0.50000		
1	1	19216800000202	1542022136000	803,903	19469.00000,20451.00000	1135.00000,153.01471	0.46849,0.49883	0.03646,0.00924	134.92063,142.30690	0.00000,14.89561	3.17983,2.52612	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	95.50000,101.00000	6.50000,1.22474	204.00000,202.50000	2.00000,1.50000		
2	100	19216800000202	1542022136000	900,901,1000	2540.00000,2212.00000,2303.00000	92.00000,212.94131,47.00000	1.06633,0.95850,1.04255	0.12516,0.04585,0.02128	174.60317,170.67727,165.06187	0.00000,8.69639,13.74608	12.09476,357.61406,8.42697	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	52.00000,46.00000,49.00000	4.00000,2.82843,1.00000	49.00000,48.00000,47.00000	2.00000,2.16025,0.00000		
1	1	19216800000202	1542022137000	1103	18377.60000	1943.90500	0.56713	0.06386	33.13669	31.72225	25.82099	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	102.00000	10.35374	180.20000	7.88416		
2	100	19216800000202	1542022137000	1201	1611.00000	160.17740	1.10725	0.12710	18.95993	16.04310	41.63354	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	42.20000	4.21426	38.20000	1.60000		
1	1	19216800000202	1542022138000	1204	14532.00000	0.00000	0.48555	0.00000	-1	0.00000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.00000	0.00000	173.00000	0.00000		
2	100	19216800000202	1542022138000	1202	1295.00000	0.00000	0.94595	0.00000	-1	0.00000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.00000	0.00000	37.00000	0.00000		
1	1	19216800000203	1542022142000	1005,905	28588.50000,25406.33333	1159.50000,1433.64950	0.57759,0.49674	0.02602,0.03913	278.19549,194.05410	0.00000,61.90685	182.93567,173.99099	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	128.50000,112.33333	5.50000,7.58654	222.50000,226.33333	0.50000,2.49444		
2	100	19216800000203	1542022142000	1002,902	2998.66667,2725.00000	499.80352,25.00000	1.02268,0.91751	0.11401,0.00842	248.12030,178.32512	105.26316,35.46798	181.68468,178.09085	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	55.33333,50.00000	7.54247,0.00000	54.00000,54.50000	2.16025,0.50000		
1	1	19216800000203	1542022143000	605,505	31160.00000,30854.00000	3937.70796,3493.37545	0.51491,0.52289	0.06507,0.04705	199.24510,197.63288	8.16230,22.87722	182.81556,179.07595	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	126.66667,127.00000	16.00694,12.83225	246.00000,242.66667	0.00000,4.02768		
