1	1	19216800000201	1543513525500	304,404	83199.25000,67125.66667	2858.72886,9538.31447	0.54283,0.52570	0.03180,0.02523	427.22502,534.81410	190.57623,159.06778	6.51980,284.96672	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	212.50000,187.00000	9.86154,8.98146	391.75000,357.33333	4.91808,33.90510		
2	100	19216800000201	1543513525500	202,302,301	6600.00000,6206.75000,5444.50000	120.00000,580.30310,179.50000	1.31071,1.29229,1.13659	0.06071,0.07445,0.10956	576.92308,420.99308,516.94833	0.00000,111.32462,104.10430	0.00000,349.85446,351.08507	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	93.00000,89.50000,78.50000	3.00000,6.26498,2.50000	71.00000,69.25000,69.50000	1.00000,2.58602,4.50000		
3	1	19216800000201	1543513526000	607,707	167386.00000,169991.00000	479.40797,2663.00000	0.67313,0.68404	0.00114,0.00934	808.94649,937.95290	37.20736,166.21377	358.60282,6.23448	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	335.66667,341.00000	0.47140,5.00000	498.66667,498.50000	0.94281,0.50000		
4	100	19216800000201	1543513526000	605,705	26904.00000,24877.33333	152.00000,1361.41626	0.85878,0.93143	0.00485,0.04954	1461.53846,1041.52731	0.00000,304.36033	358.13232,2.79270	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152.00000,152.00000	0.00000,0.00000	177.00000,163.66667	1.00000,8.95669		
1	1	19216800000201	1543513526500	604,704	62521.66667,71586.50000	6894.79496,4641.47894	0.37769,0.43649	0.03806,0.03581	388.95360,400.77280	42.41895,189.59700	0.71616,358.87670	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	153.66667,176.75000	16.21385,12.79404	406.66667,405.25000	2.05480,5.53963		
2	100	19216800000201	1543513526500	601,701	6004.00000,5882.00000	124.10748,270.35532	0.96244,0.98274	0.01990,0.08652	369.58843,474.11000	26.45117,235.38162	3.57633,351.72411	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	76.00000,76.00000	0.00000,4.89898	79.00000,77.50000	1.63299,2.17945		
3	1	19216800000201	1543513527000	1007,1008,1107,1106	206002.50000,189648.00000,172877.33333,143072.00000	9066.50000,7288.00000,21535.16228,0.00000	0.86283,0.81859,0.63092,0.48346	0.00090,0.04333,0.11915,0.00000	382.60870,667.77494,711.13052,-1	0.00000,285.16624,227.76466,166.75508	11.30993,354.59621,297.42874,-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421.50000,394.00000,329.66667,263.00000	9.50000,18.00000,48.32069,0.00000	488.50000,481.50000,527.00000,544.00000	10.50000,3.50000,29.87753,0.00000		
4	100	19216800000201	1543513527000	1105,1205,1204,1203	28340.33333,26746.00000,23960.00000,20400.00000	2010.95074,774.00000,3560.00000,0.00000	1.22559,1.03465,0.81806,0.70588	0.06118,0.10442,0.11218,0.00000	580.30691,906.86275,554.79519,-1	302.04604,24.50980,376.57736,331.33080	3.97938,288.67670,251.56505,-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186.33333,166.00000,140.00000,120.00000	10.78064,6.00000,20.00000,0.00000	152.00000,161.50000,171.00000,170.00000	2.94392,10.50000,1.00000,0.00000		
1	1	19216800000201	1543513527500	904,1004	63661.33333,66135.25000	1936.84096,4118.59280	0.42594,0.50485	0.01677,0.06739	511.07420,272.40406	107.97342,233.50677	358.71267,8.91493	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	164.66667,182.50000	5.73488,16.88935	386.66667,363.75000	1.88562,18.28080		
2	100	19216800000201	1543513527500	901,1001,1002	5288.00000,5134.75000,5328.50000	256.00000,325.37776,326.50000	0.92699,1.09078,1.34136	0.00807,0.16357,0.00290	240.31008,209.19402,141.31690	0.00000,180.75902,103.58106	358.09085,24.71744,8.13010	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70.00000,74.75000,84.50000	2.00000,7.79022,2.50000	75.50000,69.00000,63.00000	1.50000,3.39116,2.00000		
1	1	19216800000201	1543513528500	1204	52309.16667	2981.05129	0.42553	0.04193	99.04762	198.09524	355.23636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149.16667	11.55302	351.16667	6.33553		
2	100	19216800000201	1543513528500	1202	3941.66667	209.44503	0.73559	0.07353	104.76190	209.52381	344.40719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.83333	4.09946	73.33333	1.49071		
1	1	19216800000200	1543513531500	1103	47273.00000	1083.00000	0.50529	0.01484	98.36066	0.00000	188.13010	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	154.50000	0.50000	306.00000	8.00000		
2	100	19216800000200	1543513532000	1100,1000	5274.00000,5309.50000	38.00000,2.50000	0.82710,0.73612	0.05602,0.03497	228.75817,255.75840	0.00000,27.00023	178.31532,186.20345	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	66.00000,62.50000	2.00000,1.50000	80.00000,85.00000	3.00000,2.00000		
